season,game_id,game_date,play_id,page,game_round,game_type_id,game_type_name,inning,game_state_name,inning_ab_num,umpire_home,umpire_first,umpire_second,umpire_third,umpire_left,umpire_right,H_HV,home_team_id,home_team_name,home_team_abv,home_total_runs,away_team_id,away_team_name,away_team_abv,away_total_runs,result_id,end_time,win_pitcher,loss_pitcher,save_pitcher,description_jap,description,PlayInfo_SeqNo,PlayInfo_AB,PlayInfo_PlayerID,PlayInfo_PlayerName,atBatBallCount,fiveDigitSerialNumber,pitch_number,release_speed_kmh,release_speed_mph,pitch_id,plate_x,plate_y,presult,bresult,pitcher,batter,hc_x,hc_y,fielder,fielder_name,hit_location,ballCatcherNum,addedRuns,pitcher_hand,batter_hand,strikes,balls,outs_when_up,on_1b,on_1b_name,on_2b,on_2b_name,on_3b,on_3b_name,fielder_1,fielder_1_name,fielder_2,fielder_2_name,fielder_3,fielder_3_name,fielder_4,fielder_4_name,fielder_5,fielder_5_name,fielder_6,fielder_6_name,fielder_7,fielder_7_name,fielder_8,fielder_8_name,fielder_9,fielder_9_name,UpdatedAt,CreatedAt,is_double_header_finale,game_attendance,stadium_id,stadium_name
2024,2021020979,2024-11-03 18:03:00+09:00,832188484,,6,3,日本シリーズ,,試合前情報,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,先発ピッチャーはDeNAが大貫、ソフトバンクが有原,"Senpatsu Pitcher wa Dena ga Oonuki, Soft Bank ga Arihara",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188485,,6,3,日本シリーズ,,試合前情報,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,先攻:ソフトバンクのスターティングラインアップは1番:周東(中)、2番:今宮(遊)、3番:柳田(右)、4番:山川(一)、5番:近藤(左)、6番:栗原(三)、7番:牧原大(二)、8番:甲斐(捕)、9番:有原(投),"Senkou: Soft Bank no Starting Lineup wa 1 Ban: Shuutou (Chuu), 2 Ban: Imamiya (Yuu), 3 Ban: Yanagida (Migi), 4 Ban: Yamakawa (Ichi), 5 Ban: Kondou (Hidari), 6 Ban: Kurihara (San), 7 Ban: Makihara Dai (Ni), 8 Ban: Kai (Ho), 9 Ban: Arihara (Nage)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188486,,6,3,日本シリーズ,,試合前情報,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,後攻:DeNAのスターティングラインアップは1番:桑原(中)、2番:梶原(右)、3番:牧(二)、4番:オースティン(一)、5番:筒香(左)、6番:宮崎(三)、7番:戸柱(捕)、8番:森敬(遊)、9番:大貫(投),"Koukou:Dena no Starting Lineup wa 1 Ban: Kuwahara (Chuu), 2 Ban: Kajiwara (Migi), 3 Ban: Maki (Ni), 4 Ban: Austen (Ichi), 5 Ban: Tsutsuga (Hidari), 6 Ban: Miyazaki (San), 7 Ban: To Hashira (Ho), 8 Ban: Mori Takashi (Yuu), 9 Ban: Oonuki (Nage)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188487,110100.0,6,3,日本シリーズ,1.0,1回表,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,試合開始 1回表 デ0-0ソ　ソフトバンクは1番周東からの攻撃,Shiai Kaishi 1 Kai Hyou Des 0-0 Soviet Soft Bank wa 1 Ban Shuutou kara no Kougeki,1.0,1.0,1700135.0,周東　佑京,0,1101.0,0.0,,,,,,0.0,0.0,1800045.0,1700135.0,,,,,,,0.0,right,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188488,110100.0,6,3,日本シリーズ,1.0,1回表,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,＜1番：周東＞無死走者なし,<1 Ban: Shuutou> Mushi Sousha Nashi,1.0,1.0,1700135.0,周東　佑京,0,1101.0,0.0,,,,,,0.0,0.0,1800045.0,1700135.0,,,,,,,0.0,right,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188489,110101.0,6,3,日本シリーズ,1.0,1回表,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,1球目:外角低めのストレートを見逃してストライク 0-1,1 Tamame: Gaikaku Hikume no Straight wo Minogashite Strike 0-1,1.0,1.0,1700135.0,周東　佑京,1,1101.0,1.0,143.0,88.87507768800498,31.0,52.0,183.0,117.0,0.0,1800045.0,1700135.0,,,,,,,0.0,right,left,0.0,0.0,0.0,,,,,,,1800045.0,大貫晋一,1500064.0,戸柱恭孝,,オースティン,2000035.0,牧秀悟,,宮崎敏郎,1900030.0,森敬斗,1000002.0,筒香嘉智,1100061.0,桑原将志,2103703.0,梶原昂希,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188490,110102.0,6,3,日本シリーズ,1.0,1回表,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,2球目:際どいコースのストレートを見送ってボール 1-1,2 Tamame: Kiwadoi Course no Straight wo Miokutte Ball 1-1,1.0,1.0,1700135.0,周東　佑京,2,1101.0,2.0,145.0,90.11808576755747,31.0,52.0,49.0,118.0,0.0,1800045.0,1700135.0,,,,,,,0.0,right,left,1.0,0.0,0.0,,,,,,,1800045.0,大貫晋一,1500064.0,戸柱恭孝,,オースティン,2000035.0,牧秀悟,,宮崎敏郎,1900030.0,森敬斗,1000002.0,筒香嘉智,1100061.0,桑原将志,2103703.0,梶原昂希,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188491,110103.0,6,3,日本シリーズ,1.0,1回表,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,3球目:内角低めの落ちる球を見送ってボール 2-1,3 Tamame: Naikaku Hikume no Ochiru Tama wo Miokutte Ball 2-1,1.0,1.0,1700135.0,周東　佑京,3,1101.0,3.0,136.0,84.52454940957116,40.0,155.0,211.0,118.0,0.0,1800045.0,1700135.0,,,,,,,0.0,right,left,1.0,1.0,0.0,,,,,,,1800045.0,大貫晋一,1500064.0,戸柱恭孝,,オースティン,2000035.0,牧秀悟,,宮崎敏郎,1900030.0,森敬斗,1000002.0,筒香嘉智,1100061.0,桑原将志,2103703.0,梶原昂希,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188492,110104.0,6,3,日本シリーズ,1.0,1回表,1,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,4球目:外角のストレートを打つもレフトフライ 1アウト,4 Tamame: Gaikaku no Straight wo Utsu mo Left Fly 1 Out,1.0,1.0,1700135.0,周東　佑京,4,1101.0,4.0,144.0,89.49658172778123,31.0,49.0,145.0,109.0,55.0,1800045.0,1700135.0,121.0,82.0,1000002.0,筒香,7.0,25.0,0.0,right,left,1.0,2.0,0.0,,,,,,,1800045.0,大貫晋一,1500064.0,戸柱恭孝,,オースティン,2000035.0,牧秀悟,,宮崎敏郎,1900030.0,森敬斗,1000002.0,筒香嘉智,1100061.0,桑原将志,2103703.0,梶原昂希,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
2024,2021020979,2024-11-03 18:03:00+09:00,832188493,110200.0,6,3,日本シリーズ,1.0,1回表,2,名幸,福家,原,笠原,敷田,眞鍋,1,3,DeNA,DB,,12,ソフトバンク,H,,,,,,,＜2番：今宮＞一死走者なし,<2 Ban: Imamiya> Ichi Shi Sousha Nashi,2.0,2.0,1000035.0,今宮　健太,0,1102.0,0.0,,,,,,0.0,0.0,1800045.0,1000035.0,,,,,,,0.0,right,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 12:27:17+00:00,2024-11-03 12:27:17+00:00,0,33136,3,横浜
